String Index	Text
A2Q4AfterInitFara	46\nAh, the ancient mage Horazon! He \nbelieved that he could bend Evil forces \nto his will. What he didn't know was \nthat Evil uses man, not the reverse.\n \nThe Vizjerei still revere him as a symbol \nof man's ability to triumph over other \nworldly forces. The Church of Light, \nhowever, cites him as an example of \nman's folly.\n
A2Q4AfterInitGreiz	89\nThe only thing in Jerhyn's cellar are the \nharem girls that have been hiding there \nsince the troubles began.\n
A2Q4AfterInitElzix	62\nAn 'Arcane Sanctuary' under the \npalace? I'd heard that there were some \nunderground cellar levels that Jerhyn \nused as chambers for his treasure and \nsuch, but no Arcane Sanctuary.\n
A2Q4AfterInitJerhyn	44\nWhen the troubles began here, I allowed \nthe terrified Harem guilds to join me \nwithin the safety of the palace. All was \nfine, until one night...\n \nScreams echoed up the stairwells from \nthe harem. My guards arrived to find \nthe poor girls being slaughtered by a \nmerciless band of hell-spawned \ndemons. My brave guardsmen tried to \npush the demons back into the \nmysterious rift from which they came.\n \nEver since, my men have fought a losing \nbattle. Demons have continued to pour \nthrough the rift into the palace. \nUltimately, I hired Greiz and his \nmercenaries to help protect the rest of \nmy fair city.\n \nDrognan believes that the Arcane \nSanctuary lies buried underneath this \npalace, since Lut Gholein occupies the \nsite of an ancient Vizjerei fortress.\n \nMy palace is open to you now... Take \ncare.\n
A2Q4AfterInitCain	45\nI very much doubt that Horazon still \nlives in his Sanctuary. He possessed \ngreat power and influence over \ndemons, but even that may not have \nbeen enough in the end. One of his \nnotoriety cannot easily remove himself \nfrom the vengeful reach of Hell.\n
A2Q4AfterInitGeglash	60\nLook, look... I'm just about as tough and \narrogant as they come, but you'd never \ncatch me trying to tame a demon for a \npet. That's just asking for a lot of \ntrouble.\n
A2Q4AfterInitAtma	75\nArcane Sanctuary? That place sounds \nawful! Even if you find a way into it, \nwhat makes you think you'll be able to \nleave again?\n
A2Q4AfterInitWarrivAct2	73\nA careful caravan gives wide berth to \nsleeping bandits. If Horazon is gone, \nlet him remain so.\n
A2Q4AfterInitLysander	49\nHorazon found it necessary to lock \nhimself up for all time, just to protect \nhimself from those angry demons. \nSuch is the fate of one who practices \nthe summoning arts... that, or eternal \ndamnation. There's old summoners and \nbold summoners, but no old, bold \nsummoners.\n
A2Q4AfterInitDrognan	42\nNearly a thousand years ago, Horazon \nrose to the fore of the Vizjerei mage \nclan. Horazon used the knowledge of \nthe Vizjerei to summon and control \ndemons from Hell.\n \nThough a powerful Summoner, Horazon \nfeared that the Lords of Hell would \npunish him for enslaving their \nbrethren. Thus, the Summoner created \nfor himself an Arcane Sanctuary.\n \nHe believed that his Sanctuary would \nnot only protect him from Hell's \nvengeance, but also allow him to \ncontinue his studies free from the \nravages of time and disease.\n \nHorazon had crafted many wondrous \nscrying devices through which he \nobserved the events of the world \noutside. It is certain that he took \ncareful study of Tal Rasha's \nimprisonment and recorded the \nlocation of his forgotten Tomb.\n \nThe Arcane Sanctuary was believed to \nhave been constructed here in Lut \nGholein. An entrance may be hidden \nsomewhere in the palace, as that \nbuilding is very old, and was once a \nVizjerei fortress.\n
A2Q4AfterInitMeshif	57\nAhh... The legend of Horazon is an old \none, especially around these parts. You \nwouldn't believe the feats and strange \nevents that are attributed to him.\n
A2Q4EarlyReturnElzix	63\nI understand that you've been talking to \nJerhyn. Well, if so, then you're the first \nin a long while... since the trouble \nbegan, actually.\n \nDo us a favor and try to find out what's \ngot Jerhyn so edgy all the time. OK?\n
A2Q4EarlyReturnJerhyn	48\nThere was an eastern mage... a Vizjerei, \nI believe... who visited me almost a \nyear ago. He was very interested in the \nhistory of this site, and he seemed \nparticularly fascinated with the palace \narchitecture.\n \nI gave him a tour. When he found the \nancient seals over a passageway in the \ncellar, he became very agitated. He \nasked for some time alone to study \nthem, and I granted it.\n \nShortly after, he left with no further \nword and I never saw him again. Odd... \nDon't you think?\n
A2Q4EarlyReturnGreiz	61\nWhat's got you so occupied in the \npalace? Don't tell me you're finding the \nHarems more compelling than killing \ndemons? That would be out of \ncharacter for one such as yourself.\n
A2Q4EarlyReturnDrognan	63\nI am certain that you will find the \ninformation you need when you find \nHorazon's Journal. I suggest you find it \nquickly, for Diablo may be getting \ncloser to freeing his brother as we \nspeak.\n
A2Q4EarlyReturnLysander	68\nHuh? The horizon is always out of \nreach, you should know that. Oh, \nHorazon! Oh, I see. Uh.\n \nYes. Well. He was insane. Brilliant, yes, \nbut... total lunatic.\n
A2Q4EarlyReturnFara	57\nEven a sanctuary such as Horazon's \ncan be breached by the tentacles of \nEvil. Such a haven could have become a \nchamber of unspeakable horrors. Be \nwary of what you may unleash!\n
A2Q4EarlyReturnGeglash	49\nAll my years of brawling, of pummeling \nboth the unsuspecting and the \ndeserving, have yielded two insights. \nYou can either fight or you can run. All \nother strategies are variations of \nthese.\n
A2Q4EarlyReturnMeshif	77\nSo... Now that you're such a pal of \nJerhyn, why don't you ask him if I can \nset sail one of these days? I'm running \nout of patience.\n
A2Q4EarlyReturnAtma	87\nSo you've been in the palace, have you? \nTell me, why does Jerhyn keep that \nplace locked up so tight?\n
A2Q4EarlyReturnWarrivAct2	87\nFate is like a caged gorilla. It will pelt \nyou with dung if you mock it.\n
A2Q4EarlyReturnCain	51\nI've been thinking about the problems in \nJerhyn's palace. Perhaps this has \noccurred to you as well...\n \nIf those cellar passageways lead to the \nArcane Sanctuary, then that is where \nthe demons came from. Horazon's \nhaven must have been breached!\n
A2Q4SuccessfulNarrator	37\nSeekers of the Tomb of Tal Rasha will \nfind it through the Portal. But know \nthat the glowing glyphs recorded here \nin my Arcane Sanctuary are the signs \nof the six False Tombs.\n \nThe missing Seventh Sign marks the \nTomb of Tal Rasha... Of the Horadrim \nhe might be called the foremost.\n \nIt was a shining - but brief - moment for \nthe Mage Clans when they set aside \ntheir differences and worked together \nagainst the common enemy.\n \nThe Horadrim relentlessly pursued the \nThree across the desolate Empires of \nthe East, and even into the uncharted \nlands of the West, leaving the \nArchangel Tyrael's hands unblemished.\n \nPresuming the Three to be vanquished, \nthe Horadrim's unstable fellowship \nbegan to dissipate. Abandoning their \nsacred charge to safeguard the three \nSoulstones, the disparate Mage Clans \nbegan to squabble amongst each other \nover petty differences.\n \nTheir conflicts not only dissolved their \nbrotherhood, but strengthened the \nEvils which they had buried beneath the \ncold earth.\n
A2Q4SuccessfulGriez	59\nUnbelievable! The Harem girls are dead! \nThe palace guards have been fighting \noff demons from the cellar. How could \nthat happen without my knowledge?\n
A2Q4SuccessfulJerhyn	62\nI thank you for your heroic aid! I'm also \nglad that you found something you \nwere looking for. The journal should \nhelp you find the True Tomb of Tal \nRasha. Hopefully, there is still time to \nget there before Diablo.\n \nGo now. And good luck.\n
A2Q4SuccessfulDrognan	55\nYou have found Horazon's Journal. \nExcellent... But, I must caution you.\n \nThe mark of the True Tomb of Tal \nRasha, is sought, if not already known, \nby Diablo. I needn't elaborate on the \nimplications of that.\n
A2Q4SuccessfulElzix	71\nNews of the tragedy in the palace is \nspreading fast. How awful! And to \nthink, this whole time I thought Jerhyn \nand his guards were in there playing \nwith the harem girls.\n
A2Q4SuccessfulGeglash	60\nHah! I wish Jerhyn would've let me in the \npalace. I would've saved those girls and \nkicked demon ass back to the fire-pits \no' Hell!\n
A2Q4SuccessfulMeshif	52\nSo... Now we know Jerhyn's little secret. \nWell... I guess I can see why he wanted \nme to stay, though... I'm just glad it \ndidn't come to that. Now he tells me to \nwait some more, in case you need to \nget out of here.\n \nWell, for you I'll do it. Maybe they'll \nmention me in the epic ballads, eh?\n
A2Q4SuccessfulWarrivAct2	67\nWell, the news going around town is \nvery unsettling. Apparently, we were in \nmore danger than anyone thought.\n \nGood work friend... you may have saved \nall our skins.\n
A2Q4SuccessfulFara	64\nFaith is stronger than any armor. The \nshield will protect the body, but Faith \nwill strengthen the courageous heart.\n
A2Q4SuccessfulLysander	55\nHorazon's urinal? Oh, journal! Yes, \nwell... Glad you found it. Such a shame \nabout those poor harem girls, huh? I \nshall miss them deeply... I mean their \nconversations, of course.\n
A2Q4SuccessfulAtma	62\nOh, those poor women! Will the \nslaughter never end? Thank you once \nagain for protecting our city.\n
A2Q4SuccessfulCain	57\nYou must move quickly now, friend, for \nDiablo is undoubtedly close to finding \nwhat he seeks. Find the Tomb of Tal \nRasha before he frees the Lord of \nDestruction.\n
A2Q5EarlyReturnGreiz	89\nThat guy really talks like that? Sounds \nlike either Horazon has gone stir-crazy \nor that's some impostor.\n
A2Q5EarlyReturnJerhyn	57\nThe man you describe is probably not \nHorazon.\n \nHe sounds like the very mage who came \naround here a while ago. He was very \ncurious about this palace and seemed \nespecially interested in the seal on the \npassageway in the cellar. He left \nshortly after that. I wonder how he got \ndown there? The seal was never \nbroken...\n \nThat mage spoke a great deal to \nDrognan. Why don't you ask him about \nit?\n
A2Q5EarlyReturnDrognan	47\nYes... The man you speak of sounds like \nthe mage who came here many months \nago. He claimed to have fought Diablo \nin the passages beneath Tristram.\n \nNo doubt the fool wandered into \nHorazon's Sanctuary and lost whatever \nwas left of his ravaged mind. He is \nbeyond salvation. \n \nIt is possible that the fool has been \npossessed by the spirit of Horazon. If \nthat's true, then you'd better put an \nend to his tortured existence.\n \nOnce done, I believe the demons who \nwere summoned and imprisoned within \nthe Sanctuary will cease to exist as \nwell.\n
A2Q5EarlyReturnLysander	57\nAh, yes. I remember. There was a... \nfellow around here many months ago \nwho asked almost as many questions \nabout Horazon as you.\n \nSo... He discovered enough to assume \nHorazon's place in the Arcane \nSanctuary, huh? What a fool!\n
A2Q5EarlyReturnMeshif	72\nAh, yes. As a ship captain I am well \naware of the phenomenon of a false \nHorazon.\n \nSorry, just a little joke.\n
A2Q5EarlyReturnWarrivAct2	99\nThere's nothing more dreadful than a \npowerful being driven by a frayed \nmind.\n
A2Q5EarlyReturnAtma	105\nYou always seem to find the worst \ntrouble. I don't know how you handle it.\n
A2Q5EarlyReturnGeglash	38\nSo! Horazon's crazy, eh? I'd be \nsurprised if he wasn't. All those \ncenturies without ale would drive \nanyone to drink... but then you couldn't \ndrink. And that would drive you to \ndrink... Hah?... What was the question?\n
A2Q5EarlyReturnFara	63\nHmmm... That doesn't sound like \nHorazon. I'll agree that he may have \ngone mad, but from what you tell me, I \ndon't think that's the case. Talk to \nDrognan... he may know more than I.\n
A2Q5EarlyReturnElzix	106\nUgh... Crazy mages give me the creeps.\n \nJust kill him and get on with your \nbusiness.\n
A2Q5EarlyReturnCain	45\nThe appearance of the mage you \ndescribe sounds like one I met back in \nTristram. Many Vizjerei came to fight \nagainst Diablo, the Lord of Terror. \nPerhaps, this is one of them.\n \nYou know, fate seems to have frowned \nupon all of the heroes who confronted \nthat terrible Evil. Take care or the \nsame may happen to you.\n
A2Q5SuccessfulGreiz	76\nSo, Horazon's been dead for some time. \nI take it you at least found what you \nwere looking for.\n
A2Q5SuccessfulGeglash	60\nThe way I see it... Well, it's all pretty \nblurry.\n
A2Q5SuccessfulJerhyn	63\nThe demonic force that was emanating \nfrom the corrupted Sanctuary has \ndissipated. I thank you greatly for your \nhelp. Now, we can look to rebuilding \nour lives.\n \nAll will be for nothing, though, if you do \nnot stop the greater Evil which is \nrapidly gaining ground.\n
A2Q5SuccessfulDrognan	83\nLarger forces are moving inexorably \ntowards us. You must now make haste \nto the Tombs.\n
A2Q5SuccessfulElzix	65\nYou make me long for the days of glory. \nWhen I had both hands, both eyes and \nmore of a foot...\n
A2Q5SuccessfulWarrivAct2	84\nI guess you'll be heading to the Tombs \nnow? I hear that they're in the deepest \ndesert regions.\n
A2Q5SuccessfulMeshif	100\nWell! You've got what you're after. Now \nget a move on before it's too late.\n
A2Q5SuccessfulLysander	103\nHuhhh... Such is always the fate of \nthose who meddle with evil.\n
A2Q5SuccessfulAtma	89\nYou're more the hero than I could have \ndreamed. Perhaps, there is hope for us \nafter all.\n
A2Q5SuccessfulFara	74\nI feel no pity for that would-be \nSummoner. His terrible ambition for \ndemonic power was his undoing. You \nmerely hastened the inevitable.\n
A2Q5SuccessfulCain	48\nI hope that this false Summoner found \npeace in death. Unfortunately, it is \nmore likely that he will be dragged \ndown into Hell by the demons he was \nbound to.\n \nLet this be a lesson to you... Demonic \nmagic is a quick path, but its powers \nare seductive and deadly.\n
A2Q6InitJerhyn	45\nI have heard of your many deeds of skill \nand bravery. I feel I can trust you with \nsomething I have been hesitant to \nspeak of...\n \nDrognan and I have concluded that the \nDark Wanderer who passed through \nhere recently was Diablo, himself! \nDrognan believes that Diablo is \nsearching the desert for the secret \ntomb where the great Horadric mage, \nTal Rasha, keeps Baal imprisoned.\n \nYou must find Diablo and put an end to \nthe terrible evil that has fallen upon \nour city. Drognan is wise and is sure to \nhave some helpful advice for you as to \nhow Tal Rasha's tomb may be found.\n \nIt may take you quite some time to find \nThe Tomb. May you be ready when you \ndo.\n
A2Q6AfterInitJerhyn	53\nIt is well-known that there are seven \ngreat Horadric tombs hidden beneath \nthe sands in the furthest reaches of \nthe desert. One of them surely must be \nTal Rasha's prison. You must explore \neach of the tombs to find Tal Rasha's \nexact location.\n \nOf course, Diablo is searching for the \nTomb as well... No one can guess as to \nwhat terrors he has unleashed in his \nsearch.\n
A2Q6AfterInitElzix	59\nSo... You're going to search for the \nSeven Tombs, huh? Don't you know \nthat they're just desert legends passed \nbetween merchants and travelers? No \none really believes that they exist.\n
A2Q6AfterInitWarrivAct2	61\nBe very careful, my friend. I think I've \nseen enough recently not to doubt that \nthese Tombs exist. And if they do, \nthey're most certainly guarded by \nterrible creatures.\n
A2Q6AfterInitAtma	67\nI've heard legends of the Tomb of Tal \nRasha, but I thought they were just old \ntales meant to scare young children.\n
A2Q6AfterInitGeglash	59\nOhh... I'd go with ya' to those tombs... \nBut... umm... I don't like all that living \ndead stuff.\n
A2Q6AfterInitMeshif	84\nI'm sorry, I can't help you much here. \nNow, if the tombs were across the \nocean, then I'd be the guy to talk to.\n
A2Q6AfterInitFara	57\nLegend has it that Tal Rasha lies \nimprisoned within his tomb, forever \nstruggling to keep the Lord of \nDestruction bound. His was a selfless \nact, although perhaps foolhardy.\n
A2Q6AfterInitLysander	56\nWhen Tal Rasha chose to embody the \nspirit of Baal, he knew his doom was to \nwrestle eternally against the will of the \ngreater Evil. Look around you and ask \nyourself, 'Has the battle been won or \nlost?'\n
A2Q6AfterInitDrognan	55\nTal Rasha's tomb is hidden deep in the \ndesert among six others. Tal Rasha's \nsymbol marks the True Tomb. If you \nwant to know what that symbol is, you \nshould be able to find it within the \nlegendary Arcane Sanctuary.\n
A2Q6AfterInitCain	57\nDiablo nears his goal. We have little \ntime to lose.\n \nRemember, my friend, that Andariel \ngave herself willingly to Diablo's cause. \nIt would be prudent to assume that the \nother Evils will attempt to aid their \nmaster as well.\n
A2Q6AfterInitGreiz	106\nIf you're going into the deep desert, why \nnot hire a few of my men to watch your \nback?\n
A2Q6SuccessfulJerhyn	47\nYou have done very well. Few could have \ncome this far, let alone discover the \nTrue Tomb of Tal Rasha. Unfortunately, \nI hear that Diablo and Baal have eluded \nyour grasp. This is most unfortunate...\n \nIf you wish to travel East, I have \nauthorized Meshif to give you passage \nby sea. I imagine he should be very \nanxious to leave by now.\n \nGood luck on your quest, and thank you \nagain for saving my beloved city. You \nwill always be welcome in Lut Gholein, \nmy friend.\n
A2Q6SuccessfulElzix	71\nI heard that Diablo has managed to \nbest you, at least for the time being. I \nhope you catch up with him soon, and \nsend him back to Hell for good!\n
A2Q6SuccessfulLysander	70\nI'm sorry things didn't turn out as you \nhad hoped. Go and remember us \nfondly. You know, you bothered me far \nless than most.\n
A2Q6SuccessfulAtma	64\nYou have proven to be the greatest of \nheroes, and I am honored to call you \nfriend. Thank you for bringing peace to \nour lives again.\n
A2Q6SuccessfulWarrivAct2	68\nNever fear, my friend. You did the best \nyou could.\n \nI suspect that Diablo and Baal are now \nheading east, towards Kurast. You'll \nfind them... I know you will.\n
A2Q6SuccessfulFara	46\nThis is terrible news! Baal is in \npossession of one of mankind's most \npowerful mages, and the Lord of Terror \nguides his path. They must be stopped, \nfor I am sure they mean to free their \nelder brother Mephisto, the Lord of \nHatred, who lies imprisoned under the \ncorrupted city of Kurast.\n \nI fear you are walking into a great evil, \nbut your faith can save you. May you \nwalk in the light always.\n
A2Q6SuccessfulGeglash	54\nYou're an inspiration! And such a hero \nthat it makes me look twice as bad...\n \nAhh, you're OK... Hey! Just save some \nglory for us little guys, huh?\n
A2Q6SuccessfulDrognan	51\nThis is a serious setback... It is most \nunfortunate that Tal Rasha has been \nconsumed by Baal's destructive \ninfluence. There are many secrets \nknown to the Horadrim, which could be \nused by Baal against us.\n \nYou must travel east by sea to Kurast \nand stop Diablo and Baal before they \nfree their eldest brother, Mephisto.\n \nHahh... The lands of the eastern Empire \nare not the same as they used to be. \nThere has been little word for some \ntime.\n \nSpeed is of the essence. Go quickly, my \nfriend. May the fates smile on you.\n
A2Q6SuccessfulMeshif	82\nJerhyn tells me I should take you east to \nKurast. I haven't been there for several \nyears, but rumor has it that things are \npretty grim.\n
A2Q6SuccessfulGreiz	51\nI've heard that your foe got away from \nyou this time. Well, look at it this way... \nyou've got the demons on the run. If \nyou're going to be leaving, then... Well, \nthanks for your help.\n
A2Q6SuccessfulCain	39\nThe Archangel Tyrael was the one who \ngave the Soulstones to the Horadrim \ntwo hundred and sixty years ago.\n \nIt is highly unusual for the forces of \nHeaven to so directly interfere with \nman's destiny, but Tyrael was said to \nact of his own volition. We have never \nbeen able to discern why.\n \nPerhaps, he goes against the consensus \nof Heaven because he doubts our \nability to defend ourselves, or perhaps, \nhe sees more threat than his peers.\n \nWhere the actions of Hell often seem \nstraightforwardly bent on destruction, \nthe motives of Heaven are \nunfathomable.\n \nNow make haste... Both Diablo and Baal \nmust be stopped before they join with \ntheir brother, Mephisto. If the three \nPrime Evils unite once again, the world \nas we know it will be no more.\n
NatalyaIntroGossip1	48\nGreetings, hero. I've heard of your \nexploits and... I'm quite impressed. \nVery few mortals are capable of \ndealing with the Three and their \nminions as you have.\n \nMy name is Natalya. I am a hunter of \nEvil, part of an ancient Order sworn to \nhunt down corrupted sorcerers.\n \nIf I could, I would gladly join your quest \nto stop the Three. But I must wait here \nfor further news. I can't predict what \nwill happen, but the danger is greater \nthan we can know.\n \nUntil I receive my orders, I'll assist you \nwith the information I have.\n
NatalyaGossip1	74\nAsheara...? Oh, she's is a tough-talking \nmage, but I'd wager she's never faced \ntrue Evil.\n \nPampering drunken mercenaries is one \nthing, but standing face to face with a \nhell-spawned demon is another.\n
NatalyaGossip2	69\nI've heard the name of Deckard Cain \nmany times. He's the last of the \nHoradrim, and thus, I must honor him. \nYou must be powerful, indeed, if one \nsuch as he accompanies you.\n
NatalyaGossip3	100\nHratli is a master craftsman. My Order \ncould make use of one with his unique \nskills.\n
NatalyaGossip4	67\nMy Order has been keeping watch over \nOrmus for many years, now. He seems \nto champion the cause of good, but \nwho knows what shadow lurks within \nhis soul?\n
CainAct3IntroGossip1	45\nI've not set foot in glorious Kurast for \nmany years. But I never would have \nimagined it could be so corrupted.\n \nCertainly, this must be Mephisto's work! \nYou'd best get going, my friend. Diablo \nand Baal are still out there and you \nmust find them.\n
CainAct3Gossip1	62\nSeeing his homeland in such a state \nmust be horrifying to Meshif. I'm \nsurprised he's willing to remain here in \norder to help you.\n
CainAct3Gossip2	82\nAsheara seems like a very tough \nwoman. I'd be careful around her if I \nwere you.\n
CainAct3Gossip3	53\nDrognan told me of Hratli when we were \nin Lut Gholein. He said that he weaves \nmagic into his forge and produces \nmystical weapons and armor.\n \nHis skills could be quite useful to you. \n
CainAct3Gossip4	44\nJudging from his dress and strange \nmarkings, I would guess that Ormus is \nfrom the ancient Taan mage-clan. Yet \nnone of the others here seem to know \nthat he is a sorcerer.\n \nThe Taan were once as powerful as the \nVizjerei clan, but their studies were \neven more secretive. I wonder what \nhe's hiding.\n
CainAct3Gossip5	49\nHave you met, Natalya? She appears to \nbe a member of the Khral-Harzhek, a \nsecret order that has been around for \ncenturies... almost as long as the \nHoradrim, itself.\n \nHer presence here makes me uneasy, \nfor they are traditionally sworn to hunt \ndown Magi who have betrayed the trust \nof their order.\n \nI wonder why she is here.\n
CainAct3Gossip6	73\nOrmus would like you to think him mad. \nBetter to watch his actions than listen \nto his words.\n
HratliActIntroGossip1	33\nWelcome to Kurast, traveler. Few come \nwillingly to this ancient city anymore. I \nhope you brought your wits with you, \nfor sanity is in short supply here.\n \nMy name is Hratli. I am a sorcerer \nskilled in metal work. It'd be a pleasure \nto help you... I don't have many \ncustomers these days.\n \nAs you can see, the populace has been \nbrutally decimated by the forces of \nMephisto. The canals run red with \nblood and demons roam the land.\n \nThe wretched jungle-hell has already \nreclaimed much of Kurast. The only \nsafety you'll find is here at the \ndockside, where a magical warding \nholds the jungle evils at bay... but I \ndon't know how long it will last.\n \nTo make matters worse, the Children of \nZakarum are in league with the forces \nof Mephisto. The Zakarum have \nconcentrated their power in the Temple \nCity of Travincal, located within Kurast \ndeep in the jungle wilderness.\n \nIt's true... Their zeal is unmatched. But I \nsay the so-called 'Warriors of Light' are \nnothing more than the twisted puppets \nof a hidden hand.\n
HratliActIntroSorGossip1	33\nWelcome to Kurast, young Sorceress. \nFew come willingly to this ancient city \nanymore. I hope you brought your wits \nwith you, for sanity is in short supply \nhere.\n \nMy name is Hratli. I am a sorcerer \nskilled in metal work. It'd be a pleasure \nto help you... I don't have many \ncustomers these days.\n \nThough my own magic is only useful for \nmaking enchanted weapons, I'll bet \nyours will put an end to this terrible \nevil once and for all. May the spirits of \nSkatsim watch over and protect you.\n \nAs you can see, the populace has been \nbrutally decimated by the forces of \nMephisto. The canals run red with \nblood and demons roam the land.\n \nThe wretched jungle-hell has already \nreclaimed much of Kurast. The only \nsafety you'll find is here at the \ndockside, where a magical warding \nholds the jungle evils at bay... but I \ndon't know how long it will last.\n \nTo make matters worse, the Children of \nZakarum are in league with the forces \nof Mephisto. The Zakarum have \nconcentrated their power in the Temple \nCity of Travincal, located within Kurast \ndeep in the jungle wilderness.\n \nIt's true... Their zeal is unmatched. But I \nsay the so-called 'Warriors of Light' are \nnothing more than the twisted puppets \nof a hidden hand.\n
HratliGossip1	48\nYou're very brave to have come here. In \nthe old days, mages who didn't belong \nto one of the great Mage Clans were \nhunted down as renegades. But now, \nthe Mage Clans have little authority.\n
HratliGossip2	53\nWithin the Temple City stands a tower \nbuilt long ago by the Horadrim to \nimprison the... Well, you'll discover \nmore about it soon enough.\n
HratliGossip3	60\nIf you are another follower of Zakarum, \nI've told you people before I don't want \nyour Towering Spire or anything else \nyou have to sell!\n
HratliGossip4	74\nSome find my prices unreasonable. That \nis because I am unreasonable.\n
HratliGossip5	76\nYou'll find that the Zakarumites have \nthe persistence of zombies, but without \nthe charisma.\n
HratliGossip6	60\nAsheara leads the mercenary company \nknown as the Iron Wolves. You can hire \nsome of them, but many are occupied \nsecuring the dockside.\n
HratliGossip7	74\nAlkor is a potion dealer given over to a \nlife steeped in ceaseless study and \ndissipation.\n
HratliGossip8	58\nOrmus is a man of many mysteries. I \nsense strong magic about him, but he's \nnever spoken of it to me.\n
HratliGossip9	49\nI trust you already know Meshif. But did \nyou know that he was born and raised \nhere?\n \nI suspect that like many of us his spirit \nis near broken at the sight of Kurast's \ndecline. Only our brand of gallows \nhumor saves us from utter despair.\n
HratliGossip10	55\nThis, Cain, whom you brought with you. \nHe has the bearing of great power, yet \nI sense no magic about him. He is an \nenigma to me.\n
HratliGossip11	49\nNatalya is a quiet one. She arrived here \nabout a week ago and has pretty much \nkept to herself. She's inquired about \nmy weapons a few times, so I assume \nthat she's a warrior of some sort.\n
MeshifAct3IntroGossip1	51\nWell, I gave you my word, and brought \nyou here as promised.\n \nBut by all that's still holy, I wish I'd \nnever returned to this accursed place. \nThis fetid jungle can't be the fair \nKurast I left behind.\n \nI don't know what all this evil is, my \nfriend, but it's obvious that you must \nstop it. I only pray that you can before \nthe jungle consumes the last vestiges \nof my beloved homeland.\n
MeshifAct3IntroBarGossip1	47\nBeing a Barbarian, I'm sure you've seen \nmany strange sights in the northlands.\n \nBut by all that's still holy, I wish I'd \nnever returned to this accursed place. \nThis fetid jungle can't be the fair \nKurast I left behind!\n \nI don't know what all this evil is, my \nfriend, but it's obvious that you must \nstop it. I only pray that you can before \nthe jungle consumes the last vestiges \nof my beloved homeland.\n \nIf this evil isn't contained, it could \nspread north to your homeland, too. \nThen the whole world would fall under \nthe shadow of the Three.\n
MeshifAct3Gossip1	63\nIt takes great courage and generosity \nto defend a land and a people that are \nnot your own. Perhaps, when this curse \nis lifted, my people can do something \nfor yours in return.\n
MeshifAct3Gossip2	72\nI shouldn't have boasted so much about \nKurast on the journey here. Oh... Much \nhas changed since I left.\n
MeshifAct3Gossip3	99\nThe dockside is apparently the only \ncivilized area left in Kurast.\n
MeshifAct3Gossip4	88\nIf you are planning to carry on your \nwild ways here, you may need the \nassistance of Asheara's Iron Wolf \nmercenaries.\n
MeshifAct3Gossip5	75\nYour companion, Cain, must have \nknown that he would be in grave \ndanger here. You are great, indeed, to \nelicit such loyalty.\n
MeshifAct3Gossip6	81\nHratli seems to be the only one left here \nwith any common sense. Yet how \nsensible is it to remain here?\n
MeshifAct3Gossip7	80\nI went to speak with old Alkor, but I \ndisturbed his studies. He doesn't seem \nto like visitors.\n
MeshifAct3Gossip8	73\nTrying to get information out of Ormus \nis like straining water from a rock. His \ndamned riddles are almost as \nconfusing as our current state of \naffairs.\n
MeshifAct3Gossip9	75\nThat woman, Natalya, seems to be \nwaiting for something important to \nhappen. She's a strange one, I think.\n
MeshifAct3Gossip10	68\nAll through my childhood, Kurast was a \nparadise. The once perfumed air now \nreeks of putrefaction.\n
AshearaIntroGossip1	54\nHello, there. You must be a great \nadventurer to risk coming here.\n \nMy name's Asheara, and I lead the \nmercenary band of mages known as \nthe Iron Wolves. We've been hunting \ndown demons in the jungle for months, \nbut no matter how many of them we \nkill, they just keep comin'. Seems this \nwhole place has been overrun by evil.\n \nRumor has it that you've come here to \nhelp. If that's true, then I'll let you hire \nsome of my mercenaries.\n \nBut be careful... If you piss them off, \nthey can be worse than those monsters \nout in the jungle.\n
AshearaIntroAmaGossip1	50\nHello, there. You must be an Amazon. \nI've heard about your people... nomadic \nwarriors without peer.\n \nMy name's Asheara, and I lead the \nmercenary band of mages known as \nthe Iron Wolves. We've been hunting \ndown demons in the jungle for months, \nbut no matter how many of them we \nkill, they just keep comin'. Seems this \nwhole place has been overrun by evil.\n \nRumor has it that you've come here to \nhelp. If that's true, then I'll let you hire \nsome of my mercenaries.\n \nBut be careful... If you piss them off, \nthey can be worse than those monsters \nout in the jungle.\n
AshearaGossip1	66\nYour skills are unique indeed. They are \nneither sorcery, nor physical, but seem \nto be a harmonious blend of the two. \nThe Iron Wolves could learn much from \nyour kind.\n
AshearaGossip2	160\nWhy fight fair, when you can hire some \nof us?\n
AshearaGossip3	107\nNo one comes to Kurast anymore \nwithout good reason.  You must be \nseeking fame and fortune.\n
AshearaGossip4	137\nThe Iron Wolves and I have made a \ngood living around here lately.\n
AshearaGossip5	110\nThe jungle can take you down fast. Try \nto avoid getting trapped out there if \nyou can.\n
AshearaGossip6	90\nHratli may be a bit too clever for his \nown good. Still, I'd trust his work \nanytime.\n
AshearaGossip7	77\nHratli thinks he's so funny. The other \nday he said, 'Asheara, I don't recognize \nyou without that big gash on your \nface.'\n
AshearaGossip8	97\nMeshif says he used to live here. I'm \nsurprised he came back. I'll bet he \nwishes he hadn't.\n
AshearaGossip9	78\nI invited Natalya to join the Iron Wolves \nand she began lecturing me about the \n'dangers of magic'. Who the hell does \nshe think she is, anyway?\n
