String Index	Text
A5Q3AfterInitQualKehk	43\nAnya's father, Aust, was our wisest \nElder. He was killed along with the \nother Elders who erected the ward that \nprotects this city. The ward has kept \nBaal's demons out of Harrogath, but at \na costly sacrifice. \n \nNihlathak, on the other hand, was the \nonly Elder to escape the demons. \nSomehow, he alone managed to find \nsanctuary, while the others died \naround him.\n \nEver since that day, Nihlathak and Anya \nhave been at odds.\n
A5Q3EarlyReturnMalah	52\nIf it were anyone else, I would assume \nher dead. However, Anya is not so \neasily beaten. I know she must be alive.\n
A5Q3EarlyReturnCain	60\nNihlathak's story does sound \nreasonable, considering what I've \nheard about Anya. However, the best \nlies are often hidden within truth.\n
A5Q3EarlyReturnLarzuk	56\nAs the daughter of Elder Aust, Anya is \nthe only person, besides Nihlathak, \nwho has any real knowledge of Mount \nArreat's secrets. I'd hate to see our \nfate in the hands of Nihlathak alone.\n
A5Q3EarlyReturnNihlathak	46\nLook, I've told you! She's dead! If you \nknew what was good for you, you'd \nconcentrate your efforts on saving \nHarrogath -- not on lost causes like \nAnya.\n
A5Q3EarlyReturnQualKehk	81\nIt seems like everyone feels Nihlathak \nplayed a part in Anya's disappearance.\n \nWhy would he do such a thing?\n
A5Q3FoundAnyaMalah	56\nSo! That snake Nihlathak was behind \nAnya's disappearance...and he trapped \nher with a freezing curse.\n \nHere. Take this potion to Anya and give \nit to her. That should release her.\n
A5Q3FoundAnyaCain	54\nGoodness! Anya frozen by that fallen \nBarbarian, Nihlathak...Perhaps Malah \ncan help you where I cannot.\n
A5Q3FoundAnyaLarzuk	80\nPoor Anya! I should've known Nihlathak \nwas a traitor...\n \nIf you find him alive, kill him for me!\n
A5Q3FoundAnyaQualKehk	70\nThe snake has slipped our grasp! While \nyou were gone, Nihlathak disappeared.\n \nI'll bet Anya knows how to track him \ndown.\n
A5Q3FoundAnyaAnya	50\nHero. Nihlathak did this to me!\n \nIf you've come to help me, my only hope \nlies with Malah.\n \nPlease...Tell her you've found me...\n
A5Q3SuccessfulMalah	48\nThank you so much for bringing Anya \nback to us. I have devised this spell to \nincrease your resistances as a token of \nmy thanks. I know it isn't much, but I \nhope you find it helpful.\n \nPlease go talk to Anya. She has urgent \nnews concerning Nihlathak.\n
A5Q3SuccessfulCain	62\nFor one so young, Anya commands \ngreat respect. Now that she is here, I \nwill make it a point to talk to her about \nMount Arreat.\n \nYou should do the same.\n
A5Q3SuccessfulLarzuk	67\nI never liked Nihlathak, but I never \nsuspected that he'd betray us! I just \ncan't understand how an Elder could do \nsuch a thing.\n
A5Q3SuccessfulQualKehk	140\nYour rescue of Anya was quite an \naccomplishment.\n
A5Q3SuccessfulAnya	80\nThank you, hero, for rescuing me.\n \nTo show my personal gratitude, I give \nyou this. I had it custom-made for you \nby Larzuk.\n
A5Q4InitAnya	43\nNihlathak told me he struck a deal with \nBaal to protect Harrogath. In exchange \nfor the demon's mercy, the misguided \nfool plans to give Baal the Relic of the \nAncients, our most holy totem!\n \nDoing so will allow Baal to enter Mount \nArreat unchallenged by the Ancients. I \ntried to stop Nihlathak, but he \nimprisoned me in that icy tomb.\n \nNihlathak must be stopped before he \ndooms the whole world. As much as I \nwould love to strangle the life out of \nhim, I'm afraid I haven't the strength.\n \nYou must go to his lair through this \nportal I've opened, kill him, and then \nbring back the Relic of the Ancients.\n \nStop Nihlathak from destroying what we \nhave striven for eons to protect.\n
A5Q4AfterInitAnya	90\nAs noble as Nihlathak's intentions are, \nnothing can excuse his actions.\n
A5Q4AfterInitCain	50\nRegretfully, I know very little about this \nRelic. However, if what the others say \nis true, then Baal must not gain \npossession of it.\n \nStop Nihlathak...before all is lost.\n
A5Q4AfterInitMalah	65\nMy worst fear has come true. Nihlathak \nhas gone mad.\n \nYou must stop him, before he gives the \nRelic to the Lord of Destruction!\n
A5Q4AfterInitLarzuk	56\nNow, rescuing Anya -- that's good. \nTalking to me while Nihlathak hands \nover the Relic to Baal -- uh...that's bad!\n
A5Q4AfterInitQualKehk	60\nI saw Nihlathak leave town just before \nyou found Anya. He must be held \naccountable for his criminal deeds.\n \nFind him and bring him back, if you can. \nLikely, he won't come willingly, and \nyou'll be forced to kill him.\n \nSo be it.\n
A5Q4EarlyReturnAnya	55\nNihlathak is a traitor! If Baal gets the \nRelic, he shall enter the mountain and \nwreak havoc there!\n \nI cannot believe that Nihlathak would \ngive the Relic to Baal in any kind of \ntrade. He's truly insane if he believes \nthat he can deal with the Lord of \nDestruction.\n
A5Q4EarlyReturnCain	58\nOhh...This is a truly horrible turn of \nevents.\n \nI know it seems you have always been \none step behind, my friend. But look at \nit this way...You have evil on the run.\n
A5Q4EarlyReturnLarzuk	160\n...What's there to talk about?\n \nKill Nihlathak!\n
A5Q4EarlyReturnMalah	63\nNihlathak was never the kindest man. \nBut for him to betray the whole world...\n \nAhh...Where shall his soul finally rest?\n
A5Q4EarlyReturnQualKehk	65\nMy advice is to go in quick and hit hard. \nNihlathak can't be half as tough as the \nbeasts you've faced out there.\n
A5Q4SuccessfulAnya	55\nYou have stopped Nihlathak, but he \ndidn't have the Relic! He must have \nalready given it to Baal. Now, Baal will \nnot be tested when he reaches Arreat's \nsummit.\n \n...Damn Nihlathak!\n \nI do thank you for trying, though. \nPlease, allow me to honor your courage \nby magically inscribing your name onto \nan item of your choosing. It's the least \nI can do.\n
A5Q4SuccessfulCain	90\nBeware! Baal grows stronger with every \npassing moment.\n
A5Q4SuccessfulLarzuk	93\nHmmm...What does Baal plan to do \ninside Mount Arreat?\n
A5Q4SuccessfulMalah	65\nSo, the Relic is lost. Do not dwell on \nfailures past. It is your future that \nmatters more.\n
A5Q4SuccessfulQualKehk	57\nNihlathak was a vile demon that shall \nfind his home among the tortured \nminions of Hell!\n \nYou battled the Darkness without fear. I \nlaud your skill and courage.\n
A5Q5InitQualKehk	37\nEvery time I hear of you, warrior, your \ndeeds become more legendary.\n \nBut take heed. You are approaching the \nvery summit of Mount Arreat. I have \nnever dared venture there. It is sacred \n-- our most holy place. The legends say \nit is guarded by the Ancient Ones, who \nblock the path of all who are unworthy.\n \nYour reputation here does not \nmatter...It will be the Ancients who \ndetermine your worthiness.\n \nGood luck.\n
A5Q5AfterInitQualKehk	63\nThe Ancients are not our enemies. \nRemember that! They are our \nancestors -- our gods.\n
A5Q5AfterInitCain	90\nA test of mettle is a fitting rite of \npassage for a Barbarian hero.\n
A5Q5AfterInitAnya	72\nYou wouldn't have to test yourself \nagainst the Ancients if it weren't for \nNihlathak's treachery. He was a fool \nand deserves to suffer for eternity.\n
A5Q5AfterInitLarzuk	75\nEvery night, I've prayed to the Ancients \nto bring us peace...and now you must \nfight them.\n \nHuh...Who shall I pray to now, warrior?\n
A5Q5AfterInitMalah	65\nBy reaching the summit, you cease \nbeing just a simple warrior. When you \ncome back, you will be far more.\n
A5Q5EarlyReturnQualKehk	114\nI warned you!\n \nThe Ancients are not like the demons \nyou're accustomed to fighting.\n
A5Q5EarlyReturnCain	52\nWe have come too far to be defeated \nnow, my friend. I have seen you \ncomplete many difficult quests. Though \nthis may be your greatest trial, it is not \nbeyond your reach.\n
A5Q5EarlyReturnAnya	71\nLook. I must apologize.\n \nI feel responsible for your current \nstruggle. If I had only stopped \nNihlathak from giving Baal the Relic, \nyou would not have to fight those \nghosts.\n
A5Q5EarlyReturnLarzuk	70\nYou've walked on the burial grounds of \nour greatest ancestors. I'm not sure \nwhether I should bow before you or \nrevile you for committing sacrilege.\n \nTread lightly when you walk with gods.\n
A5Q5EarlyReturnMalah	68\nDo not doubt yourself. I believe you are \nworthy to pass through the Ancients' \ngates, but you must believe, as well.\n
A5Q5SuccessfulQualKehk	75\nBesting the Ancients in battle is a \nmighty feat indeed. I hope this means \nyou're ready to battle Baal.\n
A5Q5SuccessfulCain	67\nYou have proven yourself to these \npeople. They look to you as their \nwarrior, their champion.\n
A5Q5SuccessfulAnya	82\nYou stand before me a worthy hero -- \nand on you rests the last hope of our \npeople.\n \nBear it well, warrior.\n
A5Q5SuccessfulLarzuk	82\nThe Ancients have honored you, and in \nturn, so do we. I have no remaining \ndoubts about you, now.\n
A5Q5SuccessfulMalah	60\nI knew the Ancients would find you \nworthy of Mount Arreat's secrets. Now, \nstop Baal before he destroys all that is \nsacred.\n
A5Q6InitAncients	31\nYou are a worthy hero! We augment \nyour skill and grant you entry to the \ninterior of Mount Arreat, wherein lies \nthe Worldstone.\n \nBeware. You will not be alone. Baal the \nLord of Destruction is already inside. \n \nThe Archangel Tyrael has always been \nour benefactor, but even he cannot \nhelp us now. For Baal blocks Tyrael's \nspiritual presence from entering the \nchamber of the Worldstone. Only you, \nmortal, have the power to defeat Baal \nnow.\n \nBaal threatens the Worldstone -- and \nthrough it, the mortal realm, itself. You \nmust stop him before he gains full \ncontrol of the sacred stone. With it \nunder his control, Baal could shatter \nthe boundaries between this world and \nthe Burning Hells, thus allowing the \nhordes of the Prime Evils to pour forth \ninto the mortal realm like an \nunstoppable tide!\n \nIf you are weak, the world as you know \nit could be lost forever. You must NOT \nfail!\n
A5Q6EarlyReturnCain	51\nRemember this. Baal once possessed Tal \nRasha, one of the most powerful of the \nancient Horadrim.\n \nYour battles with Mephisto and Diablo \nwill pale in comparison to your battle \nwith Baal.\n \nThe Lord of Destruction aided by Tal \nRasha's knowledge...The mountain \nitself will tremble when you clash.\n
A5Q6EarlyReturnLarzuk	59\nI may be just an armorer, but I know \nthis...Baal plans to destroy the world \nwith the secrets contained in that \nmountain. It doesn't take a genius to \nknow he has to be stopped.\n
A5Q6EarlyReturnMalah	70\nYou knew it would eventually come down \nto this. Kill Baal! Finish the game!\n
A5Q6EarlyReturnAnya	60\nBaal has blocked Tyrael from entering \nthe Worldstone Chamber? This truly \nhas become a battle against Hell.\n \nWhether or not it was the Heavens' \ndecree, this is your fight now -- your \ndestiny.\n
A5Q6EarlyReturnQualKehk	63\nYou have ventured to a place beyond \nlegend. You rush to face an evil few \ncan even imagine.\n \nBe careful, my friend, and may the Light \nwatch over you.\n
A5Q6SuccessfulTyrael	40\nI am impressed, mortal. You have \novercome the greatest challenge this \nworld has ever faced and defeated the \nlast of the Prime Evils. However, we are \ntoo late to save the Worldstone. Baal's \ndestructive touch has corrupted it \ncompletely.\n \nGiven enough time, the Worldstone's \nenergies will drain away and the \nbarriers between the worlds will \nshatter -- the powers of Hell will flood \ninto this...Sanctuary...and eradicate \nyour people and everything you've \nlabored to build.\n \nTherefore, I must destroy the corrupted \nWorldstone before the powers of Hell \ntake root. This act will change your \nworld forever -- with consequences \neven I cannot foresee. However, it is \nthe only way to ensure mankind's \nsurvival.\n \nGo now, mortal. I have opened a portal \nthat will lead you to safety.\n \nMay the Eternal Light shine upon you \nand your descendants for what you've \ndone this day. The continued survival \nof mankind is your legacy! Above all \nelse, you have earned a rest from this \nendless battle.\n
A5Q6SuccessfulAnya	53\nYou have done the impossible, hero. \nYour defeat of the last of the three \nPrime Evils is a great victory for the \nLight. \n \nStrange that you say that the \nWorldstone must be destroyed. The \nprophecies said nothing about that.\n \nPerhaps all we have fought for will be \nlost...or perhaps we'll never need fight \nagain!\n
A5Q6SuccessfulCain	40\nI knew in time you would defeat Baal. \nYou have done everything you set out \nto do, my friend.\n \nEver since you rescued me from \nTristram, I have believed in you. It has \nbeen a supreme honor to aid you along \nthe way. \n \nSo...The Worldstone was corrupted by \nBaal. And now Tyrael must destroy it. \nWorry not. Through whatever lies \nahead I have faith that the Light will \nguide us both.\n \nGo, now, back to the Worldstone \nchamber, and enter the portal Tyrael \nhas opened for you.\n
A5Q6SuccessfulLarzuk	74\nThe Ancients themselves will envy our \nsongs about you.\n \nPlease, don't forget about us! Farewell, \nmy friend.\n
A5Q6SuccessfulMalah	48\nIf Tyrael says the Worldstone must be \ndestroyed, then it must. We cannot let \nBaal's corruption prevail!\n \nThe world will change, true -- but who is \nto say it isn't for the better?\n
A5Q6SuccessfulQualKehk	60\nThe destruction of the Worldstone does \nnot bode well for our world. But I'll try \nnot to worry...\n \nAfter all, we have warriors like you \nfighting for us and for the Light.\n \nFarewell!\n
ktr	Katar
wrb	Wrist Blade
ces	Cestus
clw	Claws
btl	Blade Talons
skr	Scissors Katar
9ar	Quhab
9wb	Wrist Spike
9xf	Fascia
9cs	Hand Scythe
9lw	Greater Claws
9tw	Greater Talons
9qr	Scissors Quhab
7ar	Suwayyah
7wb	Wrist Sword
7xf	War Fist
7cs	Battle Cestus
7lw	Feral Claws
7tw	Runic Talons
7qr	Scissors Suwayyah
7ha	Tomahawk
7ax	Small Crescent
72a	Ettin Axe
7mp	War Spike
7wa	Beserker Axe
7la	Feral Axe
7ba	Silver-edged Axe
7bt	Decapitator
7ga	Champion Axe
7gi	Glorious Axe
7wn	Polished Wand
7yw	Ghost Wand
7bw	Lich Wand
7gw	Unearthed Wand
7cl	Truncheon
7sc	Mighty Scepter
7qs	Seraph Rod
7ws	Caduceus
7sp	Tyrant Club
7ma	Reinforced Mace
7mt	Devil Star
7fl	Scourge
7wh	Legendary Mallet
7m7	Ogre Maul
7gm	Thunder Maul
7ss	Falcata
7sm	Ataghan
7sb	Elegant Blade
7fc	Hydra Edge
7cr	Phase Blade
7bs	Conquest Sword
7ls	Cryptic Sword
7wd	Mythical Sword
72h	Legend Sword
7cm	Highland Blade
7gs	Balrog Blade
7b7	Champion Sword
7fb	Colossus Sword
7gd	Colossus Blade
7dg	Bone Knife
7di	Mithril Point
7kr	Fanged Knife
7bl	Legend Spike
7tk	Flying Knife
7ta	Flying Axe
7bk	Winged Knife
7b8	Winged Axe
7ja	Hyperion Javelin
7pi	Stygian Pilum
7s7	Balrog Spear
7gl	Ghost Glaive
7ts	Winged Harpoon
7sr	Hyperion Spear
7tr	Stygian Pike
7br	Mancatcher
7st	Ghost Spear
7p7	War Pike
7o7	Ogre Axe
7vo	Colossus Voulge
7s8	Thresher
7pa	Cryptic Axe
7h7	Great Poleaxe
7wc	Giant Thresher
6ss	Walking Stick
6ls	Stalagmite
6cs	Elder Staff
6bs	Shillelagh
6ws	Archon Staff
6sb	Spider Bow
6hb	Blade Bow
6lb	Shadow Bow
6cb	Great Bow
6s7	Diamond Bow
6l7	Crusader Bow
6sw	Ward Bow
6lw	Hydra Bow
6lx	Pellet Bow
6mx	Gorgon Crossbow
6hx	Colossus Crossbow
6rx	Demon Crossbow
ob1	Eagle Orb
ob2	Sacred Globe
ob3	Smoked Sphere
ob4	Clasped Orb
as1	Wraps
as2	Knuckles
as3	Slashers
as4	Splay
as5	Hook
as6	Shank
as7	Claws
am1	Stag Bow
am2	Reflex Bow
am3	Maiden Spear
am4	Maiden Pike
am5	Maiden Javelin
ob6	Glowing Orb
ob7	Crystalline Globe
ob8	Cloudy Sphere
ob9	Sparkling Ball
oba	Swirling Crystal
am6	Ashwood Bow
am7	Ceremonial Bow
am8	Ceremonial Spear
am9	Ceremonial Pike
ama	Ceremonial Javelin
obb	Heavenly Stone
obc	Eldritch Orb
obd	Demon Heart
obe	Vortex Orb
obf	Dimensional Shard
amb	Matriarchal Bow
amc	Grand Matron Bow
amd	Matriarchal Spear
ame	Matriarchal Pike
amf	Matriarchal Javelin
dr4	Falcon Mask
dr2	Hawk Helm
dr3	Antlers
dr1	Wolf Head
dr5	Spirit Mask
ba1	Jawbone Cap
ba2	Fanged Helm
ba3	Horned Helm
ba4	Assault Helmet
ba5	Avenger Guard
pa1	Targe
pa2	Rondache
pa3	Heraldic Shield
pa4	Aerin Shield
pa5	Crown Shield
ne1	Preserved Head
ne2	Zombie Head
ne3	Unraveller Head
ne4	Gargoyle Head
ne5	Demon Head
ci0	Circlet
ci1	Coronet
ci2	Tiara
ci3	Diadem
uap	Shako
ukp	Hydraskull
ulm	Armet
uhl	Giant Conch
uhm	Spired Helm
urn	Corona
usk	Demonhead
uui	Dusk Shroud
uea	Wyrmhide
ula	Scarab Husk
utu	Wire Fleece
ung	Diamond Mail
ucl	Loricated Mail
uhn	Boneweave
urs	Great Hauberk
upl	Balrog Skin
ult	Hellforge Plate
uld	Kraken Shell
uth	Lacquered Plate
uul	Shadow Plate
uar	Sacred Armor
utp	Archon Plate
uuc	Heater
uml	Luna
urg	Hyperion
uit	Monarch
uow	Aegis
uts	Ward
ulg	Bramble Mitts
uvg	Vampirebone Gloves
umg	Vambraces
utg	Crusader Gauntlets
uhg	Ogre Gauntlets
ulb	Wyrmhide Boots
uvb	Scarabshell Boots
umb	Boneweave Boots
utb	Mirrored Boots
uhb	Myrmidon Greaves
ulc	Spiderweb Sash
uvc	Vampirefang Belt
umc	Mithril Coil
utc	Troll Belt
uhc	Colossus Girdle
uh9	Bone Visage
ush	Troll Nest
upk	Blade Barrier
dr9	Sacred Feathers
dr7	Griffon Headdress
dr8	Hunter's Guise
dr6	Alpha Helm
dra	Totemic Mask
ba6	Jawbone Visor
ba7	Lion Helm
ba8	Rage Mask
ba9	Savage Helmet
baa	Slayer Guard
pa6	Akaran Targe
pa7	Akaran Rondache
pa8	Protector Shield
pa9	Gilded Shield
paa	Royal Shield
ne6	Mummified Trophy
ne7	Fetish Trophy
ne8	Sexton Trophy
ne9	Cantor Trophy
nea	Hierophant Trophy
dre	Sky Spirit
drc	Sun Spirit
drd	Earth Spirit
drb	Blood Spirit
drf	Dream Spirit
bab	Carnage Helm
bac	Fury Visor
bad	Destroyer Helm
bae	Conqueror Crown
baf	Guardian Crown
pab	Sacred Targe
pac	Sacred Rondache
pae	Zakarum Shield
paf	Vortex Shield
neb	Minion Skull
nec	Hellspawn Skull
ned	Overseer Skull
nee	Succubus Skull
nef	Bloodlord Skull
AmaOnly	(Amazon Only)
SorOnly	(Sorceress Only)
NecOnly	(Necromancer Only)
PalOnly	(Paladin Only)
BarOnly	(Barbarian Only)
DruOnly	(Druid Only)
AssOnly	(Assassin Only)
jew	Jewel
hrb	Herb
cm1	Small Charm
cm2	Large Charm
cm3	Grand Charm
Charmdes	Keep in Inventory to Gain Bonus
ice	Keep it to thaw Anya\nMalah's Potion
r33	Zod Rune
r32	Cham Rune
r31	Jo Rune
r30	Ber Rune
r29	Sur Rune
r28	Lo Rune
r27	Ohm Rune
r26	Vex Rune
r25	Gul Rune
r24	Ist Rune
r23	Mal Rune
r22	Um Rune
r21	Pul Rune
r20	Lem Rune
r19	Fal Rune
r18	Ko Rune
r17	Lum Rune
r16	Po Rune
r15	Hel Rune
r14	Dol Rune
r13	Shae Rune
r12	Sol Rune
r11	Amn Rune
r10	Thul Rune
r09	Ort Rune
r08	Ral Rune
r07	Tal Rune
r06	Ith Rune
r05	Eth Rune
r04	Nef Rune
r03	Tir Rune
r02	Eld Rune
r01	El Rune
r33L	Zod
r32L	Cham
r31L	Jo
r30L	Ber
r29L	Sur
r28L	Lo
r27L	Ohm
r26L	Vex
r25L	Gul
r24L	Ist
r23L	Mal
r22L	Um
r21L	Pul
r20L	Lem
r19L	Fal
r18L	Ko
r17L	Lum
r16L	Po
r15L	Hel
r14L	Dol
r13L	Shae
r12L	Sol
r11L	Amn
r10L	Thul
r09L	Ort
r08L	Ral
r07L	Tal
r06L	Ith
r05L	Eth
r04L	Nef
r03L	Tir
r02L	Eld
r01L	El
RuneQuote	'
Runeword1	Ancients' Pledge
Runeword2	Armageddon
Runeword3	Authority
Runeword4	Beast
Runeword5	Beauty
Runeword6	Black
Runeword7	Blood
Runeword8	Bone
Runeword9	Bramble
Runeword10	Brand
Runeword11	Breath of the Dying
Runeword12	Broken Promise
Runeword13	Call to Arms
Runeword14	Chains of Honor
Runeword15	Chance
Runeword16	Chaos
Runeword17	Crescent Moon
Runeword18	Darkness
Runeword19	Daylight
Runeword20	Death
Runeword21	Deception
Runeword22	Delerium
Runeword23	Desire
Runeword24	Despair
Runeword25	Destruction
Runeword26	Doom
Runeword27	Dragon
Runeword28	Dread
Runeword29	Dream
Runeword30	Duress
Runeword31	Edge
Runeword32	Elation
Runeword33	Enigma
Runeword34	Enlightenment
Runeword35	Envy
Runeword36	Eternity
Runeword37	Exile
Runeword38	Faith
Runeword39	Famine
Runeword40	Flame
Runeword41	Fortitude
Runeword42	Fortune
Runeword43	Friendship
Runeword44	Fury
Runeword45	Gloom
Runeword46	Glory
Runeword47	Grief
Runeword48	Hand of Justice
Runeword49	Harmony
Runeword50	Hatred
Runeword51	Heart of the Oak
Runeword52	Heaven's Will
Runeword53	Holy Tears
Runeword54	Holy Thunder
Runeword55	Honor
Runeword56	Revenge
Runeword57	Humility
Runeword58	Hunger
Runeword59	Ice
Runeword60	Infinity
Runeword61	Innocence
Runeword62	Insight
Runeword63	Jealousy
Runeword64	Judgement
Runeword65	King's Grace
Runeword66	Kingslayer
Runeword67	Knight's Vigil
Runeword68	Knowledge
Runeword69	Last Wish
Runeword70	Law
Runeword71	Lawbringer
Runeword72	Leaf
Runeword73	Lightning
Runeword74	Lionheart
Runeword75	Lore
Runeword76	Love
Runeword77	Loyalty
Runeword78	Lust
Runeword79	Madness
Runeword81	Malice
Runeword82	Melody
Runeword83	Memory
Runeword84	Mist
Runeword85	Morning
Runeword86	Mystery
Runeword87	Myth
Runeword88	Nadir
Runeword89	Nature's Kingdom
Runeword90	Night
Runeword91	Oath
Runeword92	Obedience
Runeword93	Oblivion
Runeword94	Obsession
Runeword95	Passion
Runeword96	Patience
Runeword97	Patter
Runeword98	Peace
Runeword99	Voice of Reason
Runeword100	Penitence
Runeword101	Peril
Runeword102	Pestilence
Runeword103	Phoenix
Runeword104	Piety
Runeword105	Pillar of Faith
Runeword106	Plague
Runeword107	Praise
Runeword108	Prayer
Runeword109	Pride
Runeword110	Principle
Runeword111	Prowess in Battle
Runeword112	Prudence
Runeword113	Punishment
Runeword114	Purity
Runeword115	Question
Runeword116	Radiance
Runeword117	Rain
Runeword118	Reason
Runeword119	Red
Runeword120	Rhyme
Runeword121	Rift
Runeword122	Sanctuary
Runeword123	Serendipity
Runeword124	Shadow
Runeword125	Shadow of Doubt
Runeword126	Silence
Runeword127	Siren's Song
Runeword128	Smoke
Runeword129	Sorrow
Runeword130	Spirit
Runeword131	Splendor
Runeword132	Starlight
Runeword133	Stealth
Runeword134	Steel
Runeword135	Still Water
Runeword136	Sting
Runeword137	Stone
Runeword138	Storm
Runeword139	Strength
Runeword140	Tempest
Runeword141	Temptation
Runeword142	Terror
Runeword143	Thirst
Runeword144	Thought
Runeword145	Thunder
Runeword146	Time
Runeword147	Tradition
Runeword148	Treachery
Runeword149	Trust
Runeword150	Truth
Runeword151	Unbending Will
Runeword152	Valor
Runeword153	Vengeance
Runeword154	Venom
Runeword155	Victory
Runeword156	Voice
Runeword157	Void
Runeword158	War
Runeword159	Water
Runeword160	Wealth
Runeword161	Whisper
Runeword162	White
Runeword163	Wind
Runeword164	Wings of Hope
Runeword165	Wisdom
Runeword166	Woe
Runeword167	Wonder
Runeword168	Wrath
Runeword169	Youth
Runeword170	Zephyr
spe	Spleen
scz	Scalp
sol	Soul
qll	Quill
fng	Fang
flg	Flag
tal	Tail
hrn	Horn
eyz	Eye
jaw	Jawbone
brz	Brain
hrt	Heart
Stout	Stout
Antimagic	Antimagic
Null	Null
Godly	Godly
Ivory	Ivory
Eburin	Eburine
Blanched	Blanched
Stalwart	Stalwart
Burly	Burly
Dense	Dense
Thin	Thin
Compact	Compact
Witch-hunter's	Witch-hunter's
Magekiller's	Magekiller's
Hierophant's	Hierophant's
Shaman's	Shaman's
Pestilent	Pestilent
Toxic	Toxic
Corosive	Corrosive
Envenomed	Foul
Septic	Septic
Shocking	Shocking
Arcing	Arcing
Buzzing	Buzzing
Static	Static
Scorching	Condensing
Flaming	Flaming
Smoking	Smoking
Smoldering	Smoldering
Ember	Fiery
Hibernal	Hibernal
Boreal	Boreal
Shivering	Shivering
Snowflake	Snowy
Mnemonic	Mnemonic
Visionary	Visionary
Eagleeye	Eagleeye
Hawkeye	Hawkeye
Falconeye	Falconeye
Sparroweye	Sparroweye
Robineye	Robineye
Paradox	Paradox
Shouting	Howling
Yelling	Yelling
Calling	Calling
Loud	Alarming
Trump	Fool's
Joker's	Joker's
Jester's	Jester's
Jack's	Jack's
Knave's	Knave's
Paleocene	Faithful
Eocene	Righteous
Oligocene	Honorable
Miocene	Enlightened
Kenshi's	Kenshi's
Sensei's	Sensei's
Shogukusha's	Shogukusha's
Psychic	Psychic
Mentalist's	Mentalist's
Cunning	Cunning
Trickster's	Trickster's
Entrapping	Entrapping
Gaea's	Gaean
Terra's	Terrene
Nature's	Natural
Communal	Communal
Feral	Feral
Spiritual	Spiritual
Keeper's	Keeper's
Caretaker's	Caretaker's
Trainer's	Trainer's
Veteran's	Veteran's
Expert's	Expert's
Furious	Furious
Raging	Raging
Echoing	Echoing
Resonant	Resonant
Sounding	Sounding
Guardian's	Guardian's
Warder's	Warden's
Preserver's	Preserver's
Marshal's	Marshal's
Commander's	Commander's
Captain's	Captain's
Rose Branded	Rose Branded
Hawk Branded	Hawk Branded
Lion Branded	Lion Branded
Golemlord's	Golemlord's
Vodoun	Mojo
Graverobber's	Graverobber's
Venomous	Venomous
Noxious	Noxious
Fungal	Fungal
Accursed	Cursing
Blighting	Blighting
Hexing	Hexing
Glacial	Glacial
Freezing	Freezing
Chilling	Chilling
Powered	Powered
Charged	Charged
Sparking	Sparking
Volcanic	Volcanic
Blazing	Blazing
Burning	Burning
Lancer's	Lancer's
Spearmaiden's	Spearmaiden's
Harpoonist's	Harpoonist's
Athlete's	Athletic
Gymnast's	Gymnastic
Acrobat's	Acrobatic
Bowyer's	Bowyer's
Diamond	Diamond
Celestial	Celestial
Elysian	Elysian
Astral	Astral
Unearthly	Unearthly
Arcadian	Arcadian
Jeweler's	Jeweler's
Artificer's	Artisan's
Mechanist's	Mechanic's
Aureolin	Aureolic
Victorious	Victorious
Ambergris	Ambergris
Camphor	Camphor
Lapis Lazuli	Lapis Lazuli
Chromatic	Chromatic
Scintillating	Scintillating
Turquoise	Turquoise
Jacinth	Jacinth
Zircon	Zircon
Bahamut's	Bahamut's
Great Wyrm's	Great Wyrm's
Felicitous	Felicitous
Lucky	Lucky
Wailing	Wailing
Screaming	Screaming
Grandmaster's	Grandmaster's
Master's	Master's
Argent	Argent
Tin	Tin
Nickel	Nickel
Maroon	Maroon
Chestnut	Chestnut
Vigorous	Vigorous
Brown	Brown
Dun	Dun
Realgar	Realgar
Rusty	Rusty
Cinnabar	Cinnabar
Vermillion	Vermilion
Carmine	Carmine
Carbuncle	Carbuncle
Serrated	Serrated
Scarlet	Scarlet
Bloody	Bloody
Sanguinary	Sanguinary
Pearl	Pearl
Divine	Divine
Hallowed	Hallowed
Sacred	Sacred
Pure	Pure
Consecrated	Consecrated
Assamic	Lunar
Frantic	Frantic
Hellatial	Hellacious
Quixotic	Quixotic
Smiting	Smiting
Steller	Stellar
Stinging	Stinging
Singing	Singing
Timeless	Timeless
Original	Original
Corporal	Corporal
Lawful	Lawful
Chaotic	Chaotic
Fierce	Fierce
Ferocious	Ferocious
Perpetual	Perpetual
Continuous	Everlasting
Laden	Laden
Pernicious	Pernicious
Harmful	Harmful
Evil	Evil
Insidious	Insidious
Malicious	Malicious
Spiteful	Spiteful
Precocious	Precocious
Majestic	Majestic
Sanguine	Sanguine
Monumental	Monumental
Irresistible	Irresistible
Festering	Festering
Musty	Musty
Dusty	Dusty
Decaying	Decaying
Rotting	Rotting
Infectious	Infectious
Foggy	Foggy
Cloudy	Cloudy
Hazy	Hazy
Punishing	Punishing
Obsidian	Obsidian
Royal	Royal
Frigid	Frigid
Moldy	Moldy
Gaudy	Gaudy
Impecable	Impeccable
Soulless	Soulless
Heated	Heated
Lasting	Lasting
Scorched	Scorched
Marred	Marred
Lilac	Lilac
Rose	Rose
Shimmering	Shimmering
Green	Green
Wicked	Wicked
Strange	Strange
Repulsive	Repulsive
Reclusive	Reclusive
Crude	Crude
Rude	Rude
